c1,c2,stim
flash,point,flashpoint
blue,point,bluepoint
check,point,checkpoint
choke,point,chokepoint
pin,point,pinpoint
gun,point,gunpoint
spear,point,spearpoint
end,point,endpoint
needle,point,needlepoint
well,point,wellpoint
silver,point,silverpoint
ball,point,ballpoint
view,point,viewpoint
mid,point,midpoint
finger,pointing,fingerpointing
blue,points,bluepoints
mid,points,midpoints
check,points,checkpoints
pin,points,pinpoints
view,points,viewpoints
end,points,endpoints
ball,points,ballpoints
stand,points,standpoints
slow,poke,slowpoke
cow,poke,cowpoke
slow,pokes,slowpokes
cow,pokes,cowpokes
ridge,pole,ridgepole
flag,pole,flagpole
lodge,pole,lodgepole
may,pole,maypole
tad,pole,tadpole
tad,poles,tadpoles
ridge,poles,ridgepoles
may,poles,maypoles
flag,poles,flagpoles
black,poll,blackpoll
red,poll,redpoll
fish,pond,fishpond
horse,pond,horsepond
mill,pond,millpond
mill,ponds,millponds
fish,ponds,fishponds
corn,pone,cornpone
whirl,pool,whirlpool
whirl,pools,whirlpools
soups,poon,soupspoon
desserts,poon,dessertspoon
teas,poon,teaspoon
tables,poon,tablespoon
over,population,overpopulation
sun,porch,sunporch
zoos,pore,zoospore
arches,pore,archespore
sea,port,seaport
air,port,airport
out,port,outport
car,port,carport
spoils,port,spoilsport
car,ports,carports
air,ports,airports
spoils,ports,spoilsports
sea,ports,seaports
air,post,airpost
bed,post,bedpost
mile,post,milepost
gate,post,gatepost
guide,post,guidepost
door,post,doorpost
lamp,post,lamppost
goal,post,goalpost
rudder,post,rudderpost
sign,post,signpost
finger,post,fingerpost
stern,post,sternpost
guide,posts,guideposts
bed,posts,bedposts
mile,posts,mileposts
goal,posts,goalposts
door,posts,doorposts
lamp,posts,lampposts
gate,posts,gateposts
sign,posts,signposts
eyes,pot,eyespot
chimney,pot,chimneypot
crack,pot,crackpot
tea,pot,teapot
flower,pot,flowerpot
fuss,pot,fusspot
sauce,pot,saucepot
chamber,pot,chamberpot
ink,pot,inkpot
stink,pot,stinkpot
hots,pot,hotspot
honey,pot,honeypot
jam,pot,jampot
jack,pot,jackpot
tali,pot,talipot
sex,pot,sexpot
stock,pot,stockpot
silvers,pot,silverspot
suns,pot,sunspot
nights,pot,nightspot
hot,pot,hotpot
coffee,pot,coffeepot
suns,pots,sunspots
fuss,pots,fusspots
chamber,pots,chamberpots
crack,pots,crackpots
flower,pots,flowerpots
tea,pots,teapots
stock,pots,stockpots
nights,pots,nightspots
coffee,pots,coffeepots
honey,pots,honeypots
jack,pots,jackpots
sex,pots,sexpots
ten,pounder,tenpounder
down,pour,downpour
down,pours,downpours
eel,pout,eelpout
waters,pout,waterspout
horn,pout,hornpout
waters,pouts,waterspouts
tooth,powder,toothpowder
gun,powder,gunpowder
water,power,waterpower
brain,power,brainpower
will,power,willpower
candle,power,candlepower
horse,power,horsepower
fire,power,firepower
man,power,manpower
camel,pox,camelpox
cow,pox,cowpox
small,pox,smallpox
chicken,pox,chickenpox
wine,press,winepress
letter,press,letterpress
cider,press,ciderpress
clothes,press,clothespress
over,pressure,overpressure
lam,preys,lampreys
pin,prick,pinprick
pin,pricks,pinpricks
foot,print,footprint
finger,print,fingerprint
thumb,print,thumbprint
blue,print,blueprint
off,print,offprint
news,print,newsprint
hoof,print,hoofprint
over,print,overprint
voice,print,voiceprint
finger,printing,fingerprinting
blue,prints,blueprints
over,prints,overprints
foot,prints,footprints
off,prints,offprints
finger,prints,fingerprints
over,production,overproduction
under,production,underproduction
water,proof,waterproof
bomb,proof,bombproof
water,proofing,waterproofing
water,proofs,waterproofs
pit,prop,pitprop
over,protection,overprotection
brew,pub,brewpub
brew,pubs,brewpubs
powder,puff,powderpuff
bell,pull,bellpull
homes,pun,homespun
cow,puncher,cowpuncher
cow,punchers,cowpunchers
hush,puppy,hushpuppy
cut,purse,cutpurse
pen,pusher,penpusher
pickle,puss,picklepuss
sour,puss,sourpuss
sour,pusses,sourpusses
through,put,throughput
sea,quake,seaquake
earth,quake,earthquake
earth,quakes,earthquakes
hind,quarter,hindquarter
head,quarters,headquarters
hind,quarters,hindquarters
jack,rabbit,jackrabbit
jack,rabbits,jackrabbits
tail,race,tailrace
foot,race,footrace
head,race,headrace
mill,race,millrace
foot,races,footraces
mill,races,millraces
rick,rack,rickrack
toast,rack,toastrack
coat,rack,coatrack
hitch,rack,hitchrack
hay,rack,hayrack
hat,rack,hatrack
horse,radish,horseradish
horse,radishes,horseradishes
wash,rag,washrag
dish,rag,dishrag
dust,rag,dustrag
wash,rags,washrags
dish,rags,dishrags
hand,rail,handrail
guard,rail,guardrail
guard,rails,guardrails
hand,rails,handrails
fund,raiser,fundraiser
fired,rake,firedrake
muck,raking,muckraking
pack,rat,packrat
musk,rat,muskrat
birth,rate,birthrate
death,rate,deathrate
birth,rates,birthrates
under,rating,underrating
over,rating,overrating
musk,rats,muskrats
sting,ray,stingray
sun,ray,sunray
sting,rays,stingrays
ear,reach,earreach
over,reaction,overreaction
over,reactions,overreactions
copy,reader,copyreader
proof,reader,proofreader
news,reader,newsreader
sight,reader,sightreader
proof,readers,proofreaders
lip,reading,lipreading
make,ready,makeready
midst,ream,midstream
under,reckoning,underreckoning
over,reckoning,overreckoning
news,reel,newsreel
news,reels,newsreels
over,refinement,overrefinement
cent,refold,centrefold
who,rehouse,whorehouse
who,rehouses,whorehouses
check,rein,checkrein
who,remaster,whoremaster
grandpa,rent,grandparent
grandpa,rents,grandparents
hand,rest,handrest
back,rest,backrest
arm,rest,armrest
foot,rest,footrest
head,rest,headrest
bed,rest,bedrest
arm,rests,armrests
back,rests,backrests
foot,rests,footrests
head,rests,headrests
spare,rib,sparerib
mid,rib,midrib
mid,ribs,midribs
spare,ribs,spareribs
hay,rick,hayrick
hay,ricks,hayricks
over,ride,override
joy,ride,joyride
night,rider,nightrider
rough,rider,roughrider
over,rides,overrides
joy,rides,joyrides
surf,riding,surfriding
loosest,rife,loosestrife
oil,rig,oilrig
thimble,rig,thimblerig
hay,rig,hayrig
birth,right,birthright
copy,right,copyright
birth,rights,birthrights
copy,rights,copyrights
bull,ring,bullring
ear,ring,earring
lock,ring,lockring
bull,rings,bullrings
ear,rings,earrings
sun,rise,sunrise
sun,rises,sunrises
cock,roach,cockroach
cock,roaches,cockroaches
high,road,highroad
cart,road,cartroad
cross,road,crossroad
rail,road,railroad
cross,roads,crossroads
rail,roads,railroads
high,roads,highroads
grave,robber,graverobber
bath,robe,bathrobe
ward,robes,wardrobes
bath,robes,bathrobes
sea,robin,searobin
bed,rock,bedrock
grit,rock,gritrock
soap,rock,soaprock
sky,rocket,skyrocket
sky,rockets,skyrockets
bed,rocks,bedrocks
silver,rod,silverrod
golden,rod,goldenrod
ram,rod,ramrod
nail,rod,nailrod
ram,rods,ramrods
jelly,roll,jellyroll
pay,roll,payroll
bank,roll,bankroll
bed,roll,bedroll
steam,roller,steamroller
steam,rollers,steamrollers
log,rolling,logrolling
bank,rolls,bankrolls
bed,rolls,bedrolls
pay,rolls,payrolls
jelly,rolls,jellyrolls
sun,roof,sunroof
sun,roofs,sunroofs
work,room,workroom
store,room,storeroom
green,room,greenroom
bed,room,bedroom
school,room,schoolroom
board,room,boardroom
sick,room,sickroom
class,room,classroom
ball,room,ballroom
bar,room,barroom
wash,room,washroom
sun,room,sunroom
lunch,room,lunchroom
chat,room,chatroom
card,room,cardroom
sales,room,salesroom
club,room,clubroom
home,room,homeroom
tap,room,taproom
bath,room,bathroom
head,room,headroom
ward,room,wardroom
back,room,backroom
play,room,playroom
tea,room,tearoom
news,room,newsroom
house,room,houseroom
stock,room,stockroom
still,room,stillroom
pool,room,poolroom
dark,room,darkroom
guard,room,guardroom
sale,room,saleroom
fire,room,fireroom
state,room,stateroom
show,room,showroom
rest,room,restroom
coat,room,coatroom
cloak,room,cloakroom
grill,room,grillroom
court,room,courtroom
check,room,checkroom
guest,room,guestroom
strong,room,strongroom
store,rooms,storerooms
cloak,rooms,cloakrooms
ward,rooms,wardrooms
sick,rooms,sickrooms
back,rooms,backrooms
rest,rooms,restrooms
class,rooms,classrooms
dark,rooms,darkrooms
lunch,rooms,lunchrooms
bed,rooms,bedrooms
play,rooms,playrooms
tea,rooms,tearooms
guard,rooms,guardrooms
court,rooms,courtrooms
sale,rooms,salerooms
pool,rooms,poolrooms
home,rooms,homerooms
school,rooms,schoolrooms
check,rooms,checkrooms
ball,rooms,ballrooms
wash,rooms,washrooms
bar,rooms,barrooms
news,rooms,newsrooms
show,rooms,showrooms
tap,rooms,taprooms
club,rooms,clubrooms
sales,rooms,salesrooms
board,rooms,boardrooms
green,rooms,greenrooms
strong,rooms,strongrooms
coat,rooms,coatrooms
bath,rooms,bathrooms
work,rooms,workrooms
guest,rooms,guestrooms
stock,rooms,stockrooms
state,rooms,staterooms
hen,roost,henroost
beet,root,beetroot
briar,root,briarroot
tap,root,taproot
coral,root,coralroot
colic,root,colicroot
crinkle,root,crinkleroot
blood,root,bloodroot
alum,root,alumroot
birth,root,birthroot
flag,root,flagroot
clove,root,cloveroot
snake,root,snakeroot
ginger,root,gingerroot
papoose,root,papooseroot
fume,root,fumeroot
stone,root,stoneroot
putty,root,puttyroot
fever,root,feverroot
arrow,root,arrowroot
red,root,redroot
orris,root,orrisroot
nerve,root,nerveroot
bread,root,breadroot
balsam,root,balsamroot
bitter,root,bitterroot
finger,root,fingerroot
squaw,root,squawroot
pink,root,pinkroot
man,root,manroot
long,root,longroot
beet,roots,beetroots
tap,roots,taproots
tow,rope,towrope
tight,rope,tightrope
tight,ropes,tightropes
tow,ropes,towropes
rock,rose,rockrose
sun,rose,sunrose
prim,roses,primroses
heart,rot,heartrot
turn,round,turnround
turn,rounds,turnrounds
land,rover,landrover
hedge,row,hedgerow
hedge,rows,hedgerows
penny,royal,pennyroyal
hearth,rug,hearthrug
hearth,rugs,hearthrugs
sheep,run,sheeprun
over,run,overrun
fun,run,funrun
mill,run,millrun
fore,runner,forerunner
race,runner,racerunner
rum,runner,rumrunner
gun,runner,gunrunner
road,runner,roadrunner
road,runners,roadrunners
gun,runners,gunrunners
gun,running,gunrunning
over,runs,overruns
bull,rush,bullrush
ruck,sack,rucksack
pack,sack,packsack
grip,sack,gripsack
gunny,sack,gunnysack
hop,sack,hopsack
hop,sacking,hopsacking
ruck,sacks,rucksacks
gunny,sacks,gunnysacks
pack,saddle,packsaddle
side,saddle,sidesaddle
pack,saddles,packsaddles
side,saddles,sidesaddles
gaff,sail,gaffsail
sky,sail,skysail
para,sail,parasail
lug,sail,lugsail
main,sail,mainsail
head,sail,headsail
stay,sail,staysail
sprit,sail,spritsail
top,sail,topsail
para,sailing,parasailing
top,sails,topsails
main,sails,mainsails
lug,sails,lugsails
name,sake,namesake
keep,sake,keepsake
name,sakes,namesakes
keep,sakes,keepsakes
whole,sale,wholesale
whole,sales,wholesales
green,sand,greensand
quick,sand,quicksand
quick,sands,quicksands
pine,sap,pinesap
apple,sauce,applesauce
life,saver,lifesaver
life,savers,lifesavers
life,saving,lifesaving
rip,saw,ripsaw
jig,saw,jigsaw
chain,saw,chainsaw
back,saw,backsaw
see,saw,seesaw
hack,saw,hacksaw
split,saw,splitsaw
hand,saw,handsaw
band,saw,bandsaw
buck,saw,bucksaw
pit,saw,pitsaw
gang,saw,gangsaw
fret,saw,fretsaw
whip,saw,whipsaw
chain,saws,chainsaws
buck,saws,bucksaws
see,saws,seesaws
fret,saws,fretsaws
hand,saws,handsaws
jig,saws,jigsaws
whip,saws,whipsaws
hack,saws,hacksaws
rip,saws,ripsaws
hear,say,hearsay
sooth,saying,soothsaying
nay,saying,naysaying
city,scape,cityscape
water,scape,waterscape
land,scape,landscape
sea,scape,seascape
head,scarf,headscarf
head,scarves,headscarves
high,school,highschool
play,school,playschool
play,schools,playschools
fiber,scope,fiberscope
four,score,fourscore
under,score,underscore
three,score,threescore
under,scores,underscores
butter,scotch,butterscotch
hop,scotch,hopscotch
hop,scotches,hopscotches
sky,scraper,skyscraper
sky,scrapers,skyscrapers
back,scratcher,backscratcher
wind,screen,windscreen
sun,screen,sunscreen
silk,screen,silkscreen
smoke,screen,smokescreen
touch,screen,touchscreen
wind,screens,windscreens
touch,screens,touchscreens
smoke,screens,smokescreens
silk,screens,silkscreens
sun,screens,sunscreens
wood,screw,woodscrew
jack,screw,jackscrew
thumb,screw,thumbscrew
cork,screw,corkscrew
air,screw,airscrew
set,screw,setscrew
thumb,screws,thumbscrews
cork,screws,corkscrews
set,screws,setscrews
play,script,playscript
type,script,typescript
type,scripts,typescripts
golden,seal,goldenseal
under,seal,underseal
country,seat,countryseat
back,seat,backseat
love,seat,loveseat
back,seats,backseats
under,secretary,undersecretary
mid,section,midsection
mid,sections,midsections
black,seed,blackseed
rape,seed,rapeseed
moon,seed,moonseed
pumpkin,seed,pumpkinseed
bird,seed,birdseed
cotton,seed,cottonseed
drop,seed,dropseed
oil,seed,oilseed
tick,seed,tickseed
flax,seed,flaxseed
worm,seed,wormseed
hay,seed,hayseed
heart,seed,heartseed
oil,seeds,oilseeds
hay,seeds,hayseeds
cotton,seeds,cottonseeds
sight,seeing,sightseeing
place,seeker,placeseeker
over,seer,overseer
sight,seer,sightseer
over,seers,overseers
sight,seers,sightseers
dam,selfish,damselfish
best,seller,bestseller
slop,seller,slopseller
book,seller,bookseller
under,seller,underseller
book,sellers,booksellers
best,sellers,bestsellers
god,send,godsend
god,sends,godsends
man,servant,manservant
maid,servant,maidservant
men,servants,menservants
maid,servants,maidservants
time,server,timeserver
time,servers,timeservers
head,set,headset
bone,set,boneset
mind,set,mindset
off,set,offset
sun,set,sunset
quick,set,quickset
hand,set,handset
gear,set,gearset
summer,set,summerset
hand,sets,handsets
mind,sets,mindsets
off,sets,offsets
sun,sets,sunsets
head,sets,headsets
type,setter,typesetter
bone,setter,bonesetter
pace,setter,pacesetter
pace,setters,pacesetters
type,setters,typesetters
toad,shade,toadshade
sun,shade,sunshade
night,shade,nightshade
lamp,shade,lampshade
eye,shade,eyeshade
lamp,shades,lampshades
night,shades,nightshades
sun,shades,sunshades
eye,shadow,eyeshadow
mine,shaft,mineshaft
crank,shaft,crankshaft
drive,shaft,driveshaft
cam,shaft,camshaft
crank,shafts,crankshafts
cam,shafts,camshafts
egg,shake,eggshake
milk,shake,milkshake
hand,shake,handshake
head,shake,headshake
bone,shaker,boneshaker
salt,shaker,saltshaker
salt,shakers,saltshakers
bone,shakers,boneshakers
hand,shaking,handshaking
head,shaking,headshaking
hind,shank,hindshank
red,shank,redshank
green,shank,greenshank
sheep,shank,sheepshank
spindle,shanks,spindleshanks
plough,share,ploughshare
plow,share,plowshare
plow,shares,plowshares
card,sharp,cardsharp
card,sharper,cardsharper
card,sharpers,cardsharpers
card,sharps,cardsharps
spoke,shave,spokeshave
draw,shave,drawshave
sheep,shearing,sheepshearing
cow,shed,cowshed
water,shed,watershed
wood,shed,woodshed
tool,shed,toolshed
blood,shed,bloodshed
water,sheds,watersheds
wood,sheds,woodsheds
cow,sheds,cowsheds
work,sheet,worksheet
main,sheet,mainsheet
ground,sheet,groundsheet
pay,sheet,paysheet
news,sheet,newssheet
spread,sheet,spreadsheet
broad,sheet,broadsheet
broad,sheets,broadsheets
work,sheets,worksheets
ground,sheets,groundsheets
spread,sheets,spreadsheets
book,shelf,bookshelf
lamp,shell,lampshell
sea,shell,seashell
cockle,shell,cockleshell
moon,shell,moonshell
tortoise,shell,tortoiseshell
clam,shell,clamshell
egg,shell,eggshell
nut,shell,nutshell
bomb,shell,bombshell
egg,shells,eggshells
nut,shells,nutshells
bomb,shells,bombshells
cockle,shells,cockleshells
sea,shells,seashells
tortoise,shells,tortoiseshells
book,shelves,bookshelves
pot,sherd,potsherd
wind,shield,windshield
gum,shield,gumshield
over,shielding,overshielding
wind,shields,windshields
gear,shift,gearshift
down,shift,downshift
make,shift,makeshift
red,shift,redshift
scene,shifter,sceneshifter
make,shifts,makeshifts
gear,shifts,gearshifts
shoe,shine,shoeshine
sun,shine,sunshine
moon,shine,moonshine
moon,shiner,moonshiner
moon,shiners,moonshiners
moon,shines,moonshines
shoe,shines,shoeshines
troop,ship,troopship
headmaster,ship,headmastership
showman,ship,showmanship
flag,ship,flagship
swordsman,ship,swordsmanship
battle,ship,battleship
cattle,ship,cattleship
light,ship,lightship
airman,ship,airmanship
space,ship,spaceship
chairman,ship,chairmanship
war,ship,warship
horseman,ship,horsemanship
